year,sitename,ID_CODE,country,Occupancy_Strix_uralensis_Slovenia,occupancy_other_occupant,other_occupant_notes,occupied,eggnumber,eggshatched,eggs_not_hatched,largeyoung,fledgedyoung,young_not_fledged,noise_mean,Rangeland_500,Trees_500,Built_up_500,D_nearest_anyroad,D_nearest_major,D_nearest_minor,buildings_prop,LP_mean,long,lat,,Legend:
2018,Gastiloniu_miskas_362_kv_C,LTU99,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.28793996,0,0.779,0,1708.138774,1964.989496,1708.138774,4.024315544,0.416666667,24.151634,54.874579,,
2019,Gastiloniu_miskas_362_kv_C,LTU99,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.28793996,0,0.777,0,1708.138774,1964.989496,1708.138774,4.024315544,0.366666675,24.151634,54.874579,,
2020,Gastiloniu_miskas_362_kv_C,LTU99,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.28793996,0,0.783,0,1708.138774,1964.989496,1708.138774,4.024315544,0,24.151634,54.874579,,
2021,Gastiloniu_miskas_362_kv_C,LTU99,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.28793996,0,0.782,0,1708.138774,1964.989496,1708.138774,4.024315544,0.166666667,24.151634,54.874579,,
2022,Gastiloniu_miskas_362_kv_C,LTU99,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.28793996,0,0.781,0,1708.138774,1964.989496,1708.138774,4.024315544,0.416666667,24.151634,54.874579,,
2023,Gastiloniu_miskas_362_kv_C,LTU99,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.28793996,0,0.786,0,1708.138774,1964.989496,1708.138774,4.024315544,0.533333341,24.151634,54.874579,,
2011,Gastiloniu_miskas_362_kv_D,LTU100,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,83.27188186,0,0.615,0,1556.7556,2049.784091,1556.7556,0.205096794,0.214285714,24.149281,54.874474,,
2011,SL20,FRA97,France,,,,1,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.716666669,4.813809,46.866887,,
2012,SL20,FRA97,France,,,,1,2,0,2,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.716666669,4.813809,46.866887,,
2013,SL20,FRA97,France,,,,1,2,0,2,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.700000008,4.813809,46.866887,,
2014,SL20,FRA97,France,,,,1,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.850000004,4.813809,46.866887,,
2015,SL20,FRA97,France,,,,0,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.716666679,4.813809,46.866887,,
2016,SL20,FRA97,France,,,,1,2,0,2,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.599999994,4.813809,46.866887,,
2017,SL20,FRA97,France,,,,1,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.75,4.813809,46.866887,,
2018,SL20,FRA97,France,,,,1,unknown,unknown,#VALUE!,unknown,unknown,unknown,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.600000004,4.813809,46.866887,,
2019,SL20,FRA97,France,,,,1,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.566666673,4.813809,46.866887,,
2020,SL20,FRA97,France,,,,0,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.216666669,4.813809,46.866887,,
2021,SL20,FRA97,France,,,,1,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.300000002,4.813809,46.866887,,
2022,SL20,FRA97,France,,,,1,0,0,0,0,0,0,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.600000004,4.813809,46.866887,,
2023,SL20,FRA97,France,,,,1,unknown,unknown,#VALUE!,4,2,2,79.93014939,0,1,0,461.442107,461.442107,1590.279412,0,0.733333349,4.813809,46.866887,,
2011,SL21,FRA98,France,,,,1,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.720000005,4.814623,46.873566,,
2012,SL21,FRA98,France,,,,1,4,0,4,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.720000005,4.814623,46.873566,,
2013,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.64000001,4.814623,46.873566,,
2014,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.620000005,4.814623,46.873566,,
2015,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.600000012,4.814623,46.873566,,
2016,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.44000001,4.814623,46.873566,,
2017,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.639999998,4.814623,46.873566,,
2018,SL21,FRA98,France,,,,1,2,1,1,1,1,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.44000001,4.814623,46.873566,,
2019,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.460000014,4.814623,46.873566,,
2020,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.1,4.814623,46.873566,,
2021,SL21,FRA98,France,,,,1,3,0,3,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.2,4.814623,46.873566,,
2022,SL21,FRA98,France,,,,0,0,0,0,0,0,0,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.600000012,4.814623,46.873566,,
2023,SL21,FRA98,France,,,,1,unknown,unknown,#VALUE!,4,2,2,79.62429198,0,1,0,313.9352027,313.9352027,1685.920237,0,0.600000012,4.814623,46.873566,,
2011,Baniskiu_miskas_346_kv_A,LTU70,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,79.3638294,0,0.947,0,457.4097026,457.4097026,1327.977912,0.321704566,0.600000015,24.184658,54.889852,,
2012,Baniskiu_miskas_346_kv_A,LTU70,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,79.3638294,0,0.947,0,457.4097026,457.4097026,1327.977912,0.321704566,0.600000015,24.184658,54.889852,,
2013,Baniskiu_miskas_346_kv_A,LTU70,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,79.3638294,0,0.947,0,457.4097026,457.4097026,1327.977912,0.321704566,0.485714291,24.184658,54.889852,,
2019,FALSE,NOR8,Norway,,,,0,0,0,0,0,0,0,78.87067287,0.052,0.768,0,279.3976415,279.3976415,2036.691708,1.930607714,0.262500003,11.400667,63.456972,,
2020,FALSE,NOR8,Norway,,,,0,0,0,0,0,0,0,78.87067287,0.13,0.705,0,279.3976415,279.3976415,2036.691708,1.930607714,0,11.400667,63.456972,,
2021,FALSE,NOR8,Norway,,,,0,0,0,0,0,0,0,78.87067287,0.051,0.751,0.004,279.3976415,279.3976415,2036.691708,1.930607714,0.749999993,11.400667,63.456972,,
2022,FALSE,NOR8,Norway,,,,1,4,unknown,4,0,0,0,78.87067287,0.02,0.757,0.004,279.3976415,279.3976415,2036.691708,1.930607714,0.63750001,11.400667,63.456972,,
2023,FALSE,NOR8,Norway,,,,1,2,unknown,2,0,0,0,78.87067287,0.017,0.763,0.012,279.3976415,279.3976415,2036.691708,1.930607714,0.825000003,11.400667,63.456972,,
2011,SL17,FRA95,France,,,,1,2,2,0,2,2,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.583333353,4.797624,46.874984,,
2012,SL17,FRA95,France,,,,1,3,0,3,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.583333353,4.797624,46.874984,,
2013,SL17,FRA95,France,,,,1,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.516666671,4.797624,46.874984,,
2014,SL17,FRA95,France,,,,1,unknown,unknown,#VALUE!,2,2,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.550000012,4.797624,46.874984,,
2015,SL17,FRA95,France,,,,1,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.433333337,4.797624,46.874984,,
2016,SL17,FRA95,France,,,,0,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.083333333,4.797624,46.874984,,
2017,SL17,FRA95,France,,,,0,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.533333341,4.797624,46.874984,,
2018,SL17,FRA95,France,,,,0,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0,4.797624,46.874984,,
2019,SL17,FRA95,France,,,,0,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.083333333,4.797624,46.874984,,
2020,SL17,FRA95,France,,,,0,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0,4.797624,46.874984,,
2021,SL17,FRA95,France,,,,0,0,0,0,0,0,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0,4.797624,46.874984,,
2022,SL17,FRA95,France,,,,1,2,2,1,1,1,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.5,4.797624,46.874984,,
2023,SL17,FRA95,France,,,,1,unknown,unknown,#VALUE!,4,4,0,78.27030453,0,1,0,743.052507,743.052507,2034.73558,0,0.533333341,4.797624,46.874984,,
2011,SL23,FRA99,France,,,,1,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.860000002,4.800823,46.879901,,
2012,SL23,FRA99,France,,,,1,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.860000002,4.800823,46.879901,,
2013,SL23,FRA99,France,,,,1,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.64000001,4.800823,46.879901,,
2014,SL23,FRA99,France,,,,1,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.74000001,4.800823,46.879901,,
2015,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.620000005,4.800823,46.879901,,
2016,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.5,4.800823,46.879901,,
2017,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.056,0.884,0,1254.457774,1254.457774,2178.426139,0,0.819999993,4.800823,46.879901,,
2018,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.074,0.877,0,1254.457774,1254.457774,2178.426139,0,0.4,4.800823,46.879901,,
2019,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.089,0.878,0,1254.457774,1254.457774,2178.426139,0,0.5,4.800823,46.879901,,
2020,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.099,0.873,0.002,1254.457774,1254.457774,2178.426139,0,0.2,4.800823,46.879901,,
2021,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.054,0.863,0.08,1254.457774,1254.457774,2178.426139,0,0.360000014,4.800823,46.879901,,
2022,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.061,0.855,0.051,1254.457774,1254.457774,2178.426139,0,0.839999998,4.800823,46.879901,,
2023,SL23,FRA99,France,,,,0,0,0,0,0,0,0,78.06915431,0.1,0.847,0,1254.457774,1254.457774,2178.426139,0,0.779999995,4.800823,46.879901,,
2013,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.013,0.987,0,178.2928423,178.2928423,1212.397997,0,0.600000004,24.160173,54.890291,,
2014,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.013,0.987,0,178.2928423,178.2928423,1212.397997,0,0.650000006,24.160173,54.890291,,
2015,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.013,0.987,0,178.2928423,178.2928423,1212.397997,0,0.833333323,24.160173,54.890291,,
2016,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.013,0.987,0,178.2928423,178.2928423,1212.397997,0,1.116666645,24.160173,54.890291,,
2017,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.013,0.987,0,178.2928423,178.2928423,1212.397997,0,3.666666687,24.160173,54.890291,,
2018,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.014,0.986,0,178.2928423,178.2928423,1212.397997,0,5.216666718,24.160173,54.890291,,
2019,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.012,0.988,0,178.2928423,178.2928423,1212.397997,0,6.316666683,24.160173,54.890291,,
2020,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.01,0.99,0,178.2928423,178.2928423,1212.397997,0,3.616666675,24.160173,54.890291,,
2021,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.006,0.994,0,178.2928423,178.2928423,1212.397997,0,2.00000003,24.160173,54.890291,,
2022,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.012,0.988,0,178.2928423,178.2928423,1212.397997,0,1.900000006,24.160173,54.890291,,
2023,Gastiloniu_miskas_344_kv,LTU95,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.89247464,0.024,0.976,0,178.2928423,178.2928423,1212.397997,0,1.933333357,24.160173,54.890291,,
2011,Gastiloniu_miskas_332_kv,LTU94,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.85902789,0.007,0.993,0,213.1274668,213.1274668,1248.984458,0,0.650000006,24.159658,54.890103,,
2012,Gastiloniu_miskas_332_kv,LTU94,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.85902789,0.007,0.993,0,213.1274668,213.1274668,1248.984458,0,0.650000006,24.159658,54.890103,,
2013,Gastiloniu_miskas_332_kv,LTU94,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.85902789,0.007,0.993,0,213.1274668,213.1274668,1248.984458,0,0.650000006,24.159658,54.890103,,
2014,Gastiloniu_miskas_332_kv,LTU94,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.85902789,0.007,0.993,0,213.1274668,213.1274668,1248.984458,0,0.650000006,24.159658,54.890103,,
2015,Gastiloniu_miskas_332_kv,LTU94,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.85902789,0.007,0.993,0,213.1274668,213.1274668,1248.984458,0,0.883333325,24.159658,54.890103,,
2011,Baniskiu_miskas_346_kv_B,LTU71,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.05758414,0.006,0.994,0,732.5893459,732.5893459,1154.42058,0,0.550000012,24.185278,54.892403,,
2012,Baniskiu_miskas_346_kv_B,LTU71,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.05758414,0.006,0.994,0,732.5893459,732.5893459,1154.42058,0,0.550000012,24.185278,54.892403,,
2013,Baniskiu_miskas_346_kv_B,LTU71,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,77.05758414,0.006,0.994,0,732.5893459,732.5893459,1154.42058,0,0.550000002,24.185278,54.892403,,
2011,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,1.120000005,4.785375,46.881881,,
2012,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,1.120000005,4.785375,46.881881,,
2013,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,1.1,4.785375,46.881881,,
2014,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,1.1,4.785375,46.881881,,
2015,SL16,FRA94,France,,,,1,3,0,3,0,0,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,1.060000026,4.785375,46.881881,,
2016,SL16,FRA94,France,,,,1,3,2,1,2,2,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,0.979999995,4.785375,46.881881,,
2017,SL16,FRA94,France,,,,1,unknown,0,unknown,1,1,0,77.03579084,0,0.863,0.018,465.0210554,465.0210554,1007.785643,0.69031319,1.119999981,4.785375,46.881881,,
2018,SL16,FRA94,France,,,,1,0,0,0,0,0,0,77.03579084,0,0.851,0.019,465.0210554,465.0210554,1007.785643,0.69031319,0.660000014,4.785375,46.881881,,
2019,SL16,FRA94,France,,,,1,0,0,0,0,0,0,77.03579084,0,0.86,0.024,465.0210554,465.0210554,1007.785643,0.69031319,0.720000017,4.785375,46.881881,,
2020,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0,0.879,0.021,465.0210554,465.0210554,1007.785643,0.69031319,0.320000005,4.785375,46.881881,,
2021,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0.001,0.858,0.02,465.0210554,465.0210554,1007.785643,0.69031319,0.379999995,4.785375,46.881881,,
2022,SL16,FRA94,France,,,,0,0,0,0,0,0,0,77.03579084,0,0.861,0.022,465.0210554,465.0210554,1007.785643,0.69031319,0.799999988,4.785375,46.881881,,
2023,SL16,FRA94,France,,,,1,unknown,unknown,#VALUE!,2,2,0,77.03579084,0,0.852,0.02,465.0210554,465.0210554,1007.785643,0.69031319,0.740000021,4.785375,46.881881,,
2011,Baniskiu_miskas_337_kv,LTU68,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,76.88669152,0.017,0.915,0.046,287.446621,287.446621,740.3020395,1.329445895,0.685714296,24.163835,54.894033,,
2012,Baniskiu_miskas_337_kv,LTU68,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,76.88669152,0.017,0.915,0.046,287.446621,287.446621,740.3020395,1.329445895,0.685714296,24.163835,54.894033,,
2013,Baniskiu_miskas_337_kv,LTU68,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,76.88669152,0.017,0.915,0.046,287.446621,287.446621,740.3020395,1.329445895,0.557142862,24.163835,54.894033,,
2014,Baniskiu_miskas_337_kv,LTU68,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,76.88669152,0.017,0.915,0.046,287.446621,287.446621,740.3020395,1.329445895,0.657142869,24.163835,54.894033,,
2015,Baniskiu_miskas_337_kv,LTU68,Lithuania,,,,0,0,0,0,0,unknown,#VALUE!,76.88669152,0.017,0.915,0.046,287.446621,287.446621,740.3020395,1.329445895,0.842857139,24.163835,54.894033,,
2011,Einangskleiva ,NOR2,Norway,,,,0,0,0,0,0,0,0,76.77169302,0.378,0.482,0,63.73200051,63.73200051,459.9995736,1.026363245,0.487500012,11.205567,63.448806,,
2012,Einangskleiva ,NOR2,Norway,,,,0,0,0,0,0,0,0,76.77169302,0.378,0.482,0,63.73200051,63.73200051,459.9995736,1.026363245,0.487500012,11.205567,63.448806,,
2013,Einangskleiva ,NOR2,Norway,,,,0,0,0,0,0,0,0,76.77169302,0.378,0.482,0,63.73200051,63.73200051,459.9995736,1.026363245,0.0625,11.205567,63.448806,,
2014,Einangskleiva ,NOR2,Norway,,,,1,3,0,3,0,0,0,76.77169302,0.378,0.482,0,63.73200051,63.73200051,459.9995736,1.026363245,0,11.205567,63.448806,,
2013,Bochastle T box,S71,Scotland,,,no signs and no birds,0,0,0,0,0,0,0,76.60444634,0.52,0.479,0,221.4172408,221.4172408,1359.416784,3.719000291,0,-4.252675,56.246683,,
2014,Bochastle T box,S71,Scotland,,,no signs and no birds,0,0,0,0,0,0,0,76.60444634,0.52,0.479,0,221.4172408,221.4172408,1359.416784,3.719000291,0.285714286,-4.252675,56.246683,,
2015,Bochastle T box,S71,Scotland,,,Unaged pair,1,unknown,unknown,#VALUE!,1,1,0,76.60444634,0.52,0.479,0,221.4172408,221.4172408,1359.416784,3.719000291,0.142857143,-4.252675,56.246683,,
2016,Bochastle T box,S71,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.60444634,0.52,0.479,0,221.4172408,221.4172408,1359.416784,3.719000291,0,-4.252675,56.246683,,
2017,Bochastle T box,S71,Scotland,,,Unaged pair,1,3,3,0,3,3,0,76.60444634,0.52,0.479,0,221.4172408,221.4172408,1359.416784,3.719000291,0,-4.252675,56.246683,,
2018,Bochastle T box,S71,Scotland,,,Adult female/male unaged,1,2,2,0,2,2,0,76.60444634,0.367,0.633,0,221.4172408,221.4172408,1359.416784,3.719000291,0.142857143,-4.252675,56.246683,,
2019,Bochastle T box,S71,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.60444634,0.357,0.643,0,221.4172408,221.4172408,1359.416784,3.719000291,0,-4.252675,56.246683,,
2021,Bochastle T box,S71,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.60444634,0.33,0.67,0,221.4172408,221.4172408,1359.416784,3.719000291,0,-4.252675,56.246683,,
2014,Bochastle A frame,S2,Scotland,,,Unaged pair,1,4,3,3,1,1,0,76.52863845,0.529,0.47,0,218.730527,218.730527,1349.461143,3.254125255,0.333333333,-4.252513,56.246686,,
2015,Bochastle A frame,S2,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.52863845,0.529,0.47,0,218.730527,218.730527,1349.461143,3.254125255,0.166666667,-4.252513,56.246686,,
2016,Bochastle A frame,S2,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.52863845,0.529,0.47,0,218.730527,218.730527,1349.461143,3.254125255,0,-4.252513,56.246686,,
2017,Bochastle A frame,S2,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.52863845,0.529,0.47,0,218.730527,218.730527,1349.461143,3.254125255,0,-4.252513,56.246686,,
2018,Bochastle A frame,S2,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.52863845,0.378,0.621,0,218.730527,218.730527,1349.461143,3.254125255,0.166666667,-4.252513,56.246686,,
2021,Bochastle A frame,S2,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.52863845,0.341,0.659,0,218.730527,218.730527,1349.461143,3.254125255,0,-4.252513,56.246686,,
2023,Bochastle A frame,S2,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.52863845,0.391,0.609,0,218.730527,218.730527,1349.461143,3.254125255,0.083333333,-4.252513,56.246686,,
2022,Flora Fremstad,NOR11,Norway,,,,1,5,unknown,0,5,5,0,76.32050933,0.234,0.677,0.025,34.88031063,34.88031063,1691.444007,0.562685626,0,11.2825,63.459722,,
2023,Flora Fremstad,NOR11,Norway,,,,0,0,0,0,0,0,0,76.32050933,0.221,0.665,0.042,34.88031063,34.88031063,1691.444007,0.562685626,0.350000001,11.2825,63.459722,,
2011,Strathyre larch Nest,S80,Scotland,,,no signs and no birds,0,0,0,0,0,0,0,76.28134756,0.108,0.892,0,377.8163311,377.8163311,940.9540785,1.293054287,0.300000002,-4.318748,56.3303,,
2012,Strathyre larch Nest,S80,Scotland,,,no signs and no birds,0,0,0,0,0,0,0,76.28134756,0.108,0.892,0,377.8163311,377.8163311,940.9540785,1.293054287,0.300000002,-4.318748,56.3303,,
2013,Strathyre larch Nest,S80,Scotland,,,Unaged pair,1,3,unknown,1,2,2,0,76.28134756,0.108,0.892,0,377.8163311,377.8163311,940.9540785,1.293054287,0.350000004,-4.318748,56.3303,,
2014,Strathyre larch Nest,S80,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.28134756,0.108,0.892,0,377.8163311,377.8163311,940.9540785,1.293054287,0.366666675,-4.318748,56.3303,,
2015,Strathyre larch Nest,S80,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.28134756,0.108,0.892,0,377.8163311,377.8163311,940.9540785,1.293054287,0.266666671,-4.318748,56.3303,,
2016,Strathyre larch Nest,S80,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.28134756,0.108,0.892,0,377.8163311,377.8163311,940.9540785,1.293054287,0.133333335,-4.318748,56.3303,,
2018,Strathyre Larch Nest,S80,Scotland,,,Unaged pair,1,3,3,1,2,2,0,76.28134756,0.049,0.951,0,377.8163311,377.8163311,940.9540785,1.293054287,0.083333333,-4.318748,56.3303,,
2019,Strathyre larch Nest,S80,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.28134756,0.087,0.913,0,377.8163311,377.8163311,940.9540785,1.293054287,0.083333333,-4.318748,56.3303,,
2021,Strathyre Larch Nest,S80,Scotland,,,No signs and no birds,0,0,0,0,0,0,0,76.28134756,0.086,0.913,0.001,377.8163311,377.8163311,940.9540785,1.293054287,0.083333333,-4.318748,56.3303,,
2011,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,1.066666643,17.304538,49.51995,,
2012,201,CZE201,Czech Republic,,,,1,1,0,1,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,1.066666643,17.304538,49.51995,,
2013,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.949999998,17.304538,49.51995,,
2014,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.966666659,17.304538,49.51995,,
2015,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.900000006,17.304538,49.51995,,
2016,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.933333327,17.304538,49.51995,,
2017,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,1.183333347,17.304538,49.51995,,
2018,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,1.516666671,17.304538,49.51995,,
2019,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,1.316666653,17.304538,49.51995,,
2021,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.766666681,17.304538,49.51995,,
2022,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.983333319,17.304538,49.51995,,
2023,201,CZE201,Czech Republic,,,,0,0,0,0,0,0,0,76.06630729,0,1,0,724.4136238,2665.303581,724.4136238,0,0.916666657,17.304538,49.51995,,
2018,FALSE,FIN128,Finland,,,,0,0,0,0,0,0,0,76.01636976,0.082,0.201,0.422,157.7266521,157.7266521,468.7455266,32.04829149,9.500000238,23.458384,59.985795,,
